id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
485,5714,3343759,communication ability,very early speech and language therapy (SLT),control,continuous,,,,,,,,,Unclear outcome.,FALSE,FALSE,FALSE,FALSE,3838,2633,2065,TEST
486,6382,3786549,Improvement in Vaginal Maturation Index,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44,,44,35.2,21.7,9.9,14.5,Numerical values based on intention-to-treat,FALSE,TRUE,FALSE,TRUE,9725,6231,4323,TEST
487,6383,3786549,Baseline characteristics: menopause,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44,,44,13.11,7.02,13,6.94,,FALSE,TRUE,FALSE,TRUE,9725,6231,4323,TEST
488,6383,3786549,Baseline characteristics: height,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44,,44,154.86,5.45,153.43,5.88,,FALSE,TRUE,FALSE,TRUE,9725,6231,4323,TEST
489,6383,3786549,Baseline characteristics: weight,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44,,44,56.16,8.1,57.82,8.24,,FALSE,TRUE,FALSE,TRUE,9725,6231,4323,TEST
490,6383,3786549,Baseline characteristics: deliveries,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44,,44,2.14,1.76,2.64,1.79,,FALSE,TRUE,FALSE,TRUE,9725,6231,4323,TEST
491,6484,5419060,Sample rejection rate: CHC A,Phlebotomy training programme,Control,binary,79,10218,60,7557,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
492,6484,5419060,Sample rejection rate: CHC B,Phlebotomy training programme,Control,binary,48,4114,45,3973,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
493,6484,5419060,Sample rejection rate: CDC C,Phlebotomy training programme,Control,binary,37,2279,38,2321,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
494,6484,5419060,Sample rejection rate: CDC D,Phlebotomy training programme,Control,binary,7,630,8,589,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
495,6488,5419060,Request-form errors: CHC A,Phlebotomy training programme,Control,binary,8,10218,11,7557,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
496,6488,5419060,Request-form errors: CHC B,Phlebotomy training programme,Control,binary,12,4114,11,3973,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
497,6488,5419060,Request-form errors: CDC C,Phlebotomy training programme,Control,binary,6,2279,3,2321,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
498,6488,5419060,Request-form errors: CDC D,Phlebotomy training programme,Control,binary,0,630,0,589,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
499,6489,5419060,Preanalytical errors: CHC A,Phlebotomy training programme,Control,binary,27,10218,17,7557,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
500,6489,5419060,Preanalytical errors: CHC B,Phlebotomy training programme,Control,binary,12,4114,10,3973,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
501,6489,5419060,Preanalytical errors: CDC C,Phlebotomy training programme,Control,binary,10,2279,15,2321,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
502,6489,5419060,Preanalytical errors: CDC D,Phlebotomy training programme,Control,binary,2,630,4,589,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
503,6485,5419060,Phlebotomy questionnaire score: CHC A,Phlebotomy training programme,Control,continuous,,23,,23,96,3.89,63,12.31,Back calculated SD using CI,FALSE,FALSE,FALSE,TRUE,9292,5719,4155,TEST
504,6485,5419060,Phlebotomy questionnaire score: CHC B,Phlebotomy training programme,Control,continuous,,23,,23,93,1.37,58,7.12,Back calculated SD using CI,FALSE,FALSE,FALSE,TRUE,9292,5719,4155,TEST
505,6485,5419060,Phlebotomy questionnaire score: CDC C,Phlebotomy training programme,Control,continuous,,23,,23,97,3.85,60,5.25,Back calculated SD using CI,FALSE,FALSE,FALSE,TRUE,9292,5719,4155,TEST
506,6485,5419060,Phlebotomy questionnaire score: CDC D,Phlebotomy training programme,Control,continuous,,23,,23,97,1.21,63,4.31,Back calculated SD using CI,FALSE,FALSE,FALSE,TRUE,9292,5719,4155,TEST
507,6486,5419060,Techinque related rejections: CHC A,Phlebotomy training programme,Control,binary,20,10218,20,7557,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
508,6486,5419060,Techinque related rejections: CHC B,Phlebotomy training programme,Control,binary,15,4114,8,3973,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
509,6486,5419060,Techinque related rejections: CDC C,Phlebotomy training programme,Control,binary,18,2279,15,2321,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
510,6486,5419060,Techinque related rejections: CDC D,Phlebotomy training programme,Control,binary,2,630,4,589,,,,,,FALSE,TRUE,FALSE,TRUE,9292,5719,4155,TEST
511,6550,4033571,Overall seizure median percent improvement,Extended-release oxcarbazepine 2400 mg,Control,continuous,,111,,117,-42.9,,-28.7,,SD was not given,FALSE,FALSE,FALSE,FALSE,8206,5593,4514,TEST
512,6553,4033571,Adverse effects,Extended-release oxcarbazepine 1200 mg,Control,binary,69,123,67,122,,,,,,FALSE,TRUE,FALSE,TRUE,8206,5593,4514,TEST
513,6549,4033571,Overall seizure median percent reduction,Extended-release oxcarbazepine 1200 mg,Control,continuous,,109,,117,-38.3,,-28.7,,SD was not given,FALSE,FALSE,FALSE,FALSE,8206,5593,4514,TEST
514,6551,4033571,Seizure median percent improvement in North America,Extended-release oxcarbazepine 1200 mg,Control,continuous,,,,,-34.5,,-13.3,,"Group sizes are only in figure, and SD is not available.",TRUE,FALSE,FALSE,FALSE,8206,5593,4514,TEST
515,6552,4033571,Seizure median percent improvement in North America,Extended-release oxcarbazepine 2400 mg,Control,continuous,,,,,-52.7,,-13.3,,"Group sizes are only in figure, and SD is not available.",TRUE,FALSE,FALSE,FALSE,8206,5593,4514,TEST
516,6554,4033571,Adverse effects,Extended-release oxcarbazepine 2400 mg,Control,binary,85,123,67,121,,,,,,FALSE,TRUE,FALSE,TRUE,8206,5593,4514,TEST
517,6695,5154016,24 h drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30,,32,187.9,82,230.8,75,,FALSE,TRUE,FALSE,TRUE,3046,2156,1642,TEST
518,6699,5154016,Second 24 h drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30,,30,53.7,3.8,63.5,14.2,,FALSE,TRUE,FALSE,TRUE,3046,2156,1642,TEST
519,6700,5154016,Second 24 h drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30,,30,63.3,8.9,63.5,14.2,,FALSE,TRUE,FALSE,TRUE,3046,2156,1642,TEST
520,6696,5154016,24 h drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30,,30,185.2,68,230.8,75,,FALSE,TRUE,FALSE,TRUE,3046,2156,1642,TEST
521,6697,5154016,Total drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30,,30,231.5,18.1,318.5,26.7,,FALSE,TRUE,FALSE,TRUE,3046,2156,1642,TEST
522,6698,5154016,Total drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30,,30,248.5,18.8,318.5,26.7,,FALSE,TRUE,FALSE,TRUE,3046,2156,1642,TEST
523,6741,5325897,First test results,Evaluation with feedback,Evaluation without feedback,continuous,,15,,15,10.24,0.77,9.73,0.77,,FALSE,FALSE,FALSE,TRUE,4260,2410,1703,TEST
524,6741,5325897,Second test results,Evaluation with feedback,Evaluation without feedback,continuous,,15,,15,17.73,0.46,12.13,0.47,,FALSE,FALSE,FALSE,TRUE,4260,2410,1703,TEST
525,6742,5325897,Final test results,Evaluation with feedback,Evaluation without feedback,continuous,,15,,15,18.53,0.22,18.99,0.22,,FALSE,FALSE,FALSE,TRUE,4260,2410,1703,TEST
526,6916,4411165,tympanic temperature from Pre to P20 (-0.28 ±0.11°C),"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10,,10,-0.28,0.11,-0.14,0.05,Values on mean change are based on what is reported in abstract. ,TRUE,FALSE,FALSE,TRUE,3146,2589,2336,TEST
527,6918,4411165,systolic BP,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10,,10,,,,,Numerical values are only in the figures.,TRUE,FALSE,FALSE,FALSE,3146,2589,2336,TEST
528,6919,4411165,diastolic BP,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10,,10,,,,,Numerical values are only in the figures.,TRUE,FALSE,FALSE,FALSE,3146,2589,2336,TEST
529,6915,4411165,effects of cryostimulation on the ANS - heart rate,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10,,10,-7.7,2.3,-5.02,1.07,"Changed from original outcome but adding ""- heart rate"" to make it more specific. Numbers are mean change.",TRUE,FALSE,FALSE,TRUE,3146,2589,2336,TEST
530,6917,4411165,Tskin of the head,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10,,10,,,,,Numerical values are only in the figures.,TRUE,FALSE,FALSE,FALSE,3146,2589,2336,TEST
531,7830,4230312,improvement of disorder,quetiapine 600 mg/day,placebo,continuous,,289,,204,-14.88,10.54,-11.61,10.12,Back calculated SD from SE.,TRUE,FALSE,FALSE,TRUE,6201,5058,3918,TEST
532,7829,4230312,improvement of disorder,quetiapine 300 mg/day,placebo,continuous,,283,,204,-15.58,10.43,-11.61,10.12,Back calculated SD from SE.,TRUE,FALSE,FALSE,TRUE,6201,5058,3918,TEST
533,8166,5800236,Months of sick leave,Nacadia® nature-based therapy,Cognitive behavioral therapy,continuous,,37,,35,,,,,Numerical values were not given for this outcome.,TRUE,FALSE,FALSE,FALSE,4517,2571,1980,TEST
534,7794,3508963,Pain relief,Intravenous lidocaine,Intravenous morphine,continuous,,120,,120,1.13,1.15,2.23,1.57,Values from 30 minutes.,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
535,7793,3508963,Response to treatment,Intravenous lidocaine,Intravenous morphine,binary,108,120,84,120,,,,,,FALSE,FALSE,FALSE,TRUE,3561,2387,1552,TEST
536,7795,3508963,Baseline characteristics - age,Intravenous lidocaine,Intravenous morphine,continuous,,120,,120,35.23,12.37,37.71,11.08,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
537,7795,3508963,Baseline characteristics - hydronephrosis in left kidney,Intravenous lidocaine,Intravenous morphine,binary,52,120,52,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
538,7795,3508963,Baseline characteristics - hydronephrosis in right kidney,Intravenous lidocaine,Intravenous morphine,binary,57,120,53,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
539,7795,3508963,Baseline characteristics - did not have hydronephrosis,Intravenous lidocaine,Intravenous morphine,binary,11,120,15,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
540,7795,3508963,Baseline characteristics - history of reurrent stone,Intravenous lidocaine,Intravenous morphine,binary,49,120,64,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
541,7795,3508963,Baseline characteristics - history of first stone,Intravenous lidocaine,Intravenous morphine,binary,70,120,56,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
542,7795,3508963,Baseline characteristics - right kidney stone,Intravenous lidocaine,Intravenous morphine,binary,60,120,57,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
543,7795,3508963,Baseline characteristics - left kidney stone,Intravenous lidocaine,Intravenous morphine,binary,60,120,63,120,,,,,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
544,7792,3508963,Pain score after 5 minutes,Intravenous lidocaine,Intravenous morphine,continuous,,120,,120,3.18,2.27,4.45,2.16,,FALSE,TRUE,FALSE,TRUE,3561,2387,1552,TEST
545,8460,3263860,HbA1c reduction,Real-Time Continuous Glucose Monitoring,Control,continuous,,69,,68,-0.1,0.6,-0.1,0.6,Mean change,FALSE,TRUE,TRUE,TRUE,3178,2587,2232,TEST
546,8461,3263860,Severe hypoglycemia,Real-Time Continuous Glucose Monitoring,Control,binary,3,73,5,71,,,,,,FALSE,TRUE,TRUE,TRUE,3178,2587,2232,TEST
547,8463,3263860,Serious skin reactions,Real-Time Continuous Glucose Monitoring,Control,binary,0,69,0,68,,,,,Unclear group sizes. Used the group size for 26-week visit.,FALSE,FALSE,TRUE,TRUE,3178,2587,2232,TEST
548,8462,3263860,Diabetic ketoacidosis,Real-Time Continuous Glucose Monitoring,Control,binary,0,69,0,68,,,,,Unclear group sizes. Used the group size for 26-week visit.,FALSE,FALSE,TRUE,TRUE,3178,2587,2232,TEST
549,8464,3263860,PAID questionnaire fear of hypoglycemia,Real-Time Continuous Glucose Monitoring,Control,continuous,,69,,68,,,,,Numerical values in Table which is a graphic,FALSE,TRUE,TRUE,FALSE,3178,2587,2232,TEST
550,9719,3648394,LF:HF component of HRV,10-week yoga program,Control,continuous,,18,,19,0.35,0.43,0.04,0.38,Numerical values are from Week 11.,FALSE,TRUE,FALSE,TRUE,9556,6245,4261,TEST
551,9724,3648394,Push-up test,10-week yoga program,Control,continuous,,18,,19,21,11,20,13,Numerical values are from Week 11.,FALSE,TRUE,FALSE,TRUE,9556,6245,4261,TEST
552,9725,3648394,Quality of life - PCS (SF36),10-week yoga program,Control,continuous,,18,,19,47.5,2.7,46.9,4.8,"Original outcome was just ""Quality of Life"". Numerical values are from Week 11.",FALSE,TRUE,FALSE,TRUE,9556,6245,4261,TEST
553,9725,3648394,Quality of life - MCS (SF36),10-week yoga program,Control,continuous,,18,,19,47.5,10.6,48.5,7.7,"Original outcome was just ""Quality of Life"". Numerical values are from Week 11.",FALSE,TRUE,FALSE,TRUE,9556,6245,4261,TEST
554,9720,3648394,pNN50,10-week yoga program,Control,continuous,,18,,19,20.7,25.3,19.4,18.4,Numerical values are from Week 11.,FALSE,TRUE,FALSE,TRUE,9556,6245,4261,TEST
555,9721,3648394,Flexibility,10-week yoga program,Control,continuous,,18,,19,31,8.7,26.4,10.4,Numerical values are from Week 11 data for sit and reach test.,FALSE,TRUE,FALSE,TRUE,9556,6245,4261,TEST
556,9828,3136370,Fibromyalgia Impact Questionnaire scores,Soy shake,Control,continuous,,12,,16,-17.1,68.08,-19.57,93.53,From per protocol,FALSE,TRUE,FALSE,TRUE,6022,3786,2937,TEST
557,9830,3136370,Fibromyalgia Impact Questionnaire scores,Soy shake,Casein shake (Placebo),continuous,,12,,16,-17.1,68.08,-19.57,93.53,From per protocol,FALSE,TRUE,FALSE,TRUE,6022,3786,2937,TEST
558,9831,3136370,Center for Epidemiologic Studies Depression Scale score,Soy shake,Control,continuous,,12,,16,-4,12.35,-8,65.41,From per protocol,FALSE,TRUE,FALSE,TRUE,6022,3786,2937,TEST
559,9833,3136370,Center for Epidemiologic Studies Depression Scale score,Soy shake,Casein shake (Placebo),continuous,,12,,16,-4,12.35,-8,65.41,From per protocol,FALSE,TRUE,FALSE,TRUE,6022,3786,2937,TEST
560,9834,3496170,Learned irrelevance index,Biperiden,Placebo,continuous,,15,,15,,,,,numerical data in figure.,TRUE,FALSE,TRUE,FALSE,2318,1990,1731,TEST
561,9835,3496170,P3a amplitude,Biperiden,Placebo,continuous,,15,,15,,,,,numerical data in figure.,TRUE,FALSE,TRUE,FALSE,2318,1990,1731,TEST
562,9836,3496170,P3a latency,Biperiden,Placebo,continuous,,15,,15,,,,,numerical data in figure.,TRUE,FALSE,TRUE,FALSE,2318,1990,1731,TEST
563,9837,3496170,Self-report questionnaire,Biperiden,Placebo,continuous,,15,,15,,,,,No numerical values are given.,FALSE,FALSE,TRUE,FALSE,2318,1990,1731,TEST
564,9838,3496170,N1 latency,Biperiden,Placebo,continuous,,15,,15,,,,,numerical data in figure.,TRUE,FALSE,TRUE,FALSE,2318,1990,1731,TEST
565,9839,3496170,N1 amplitude,Biperiden,Placebo,continuous,,15,,15,,,,,numerical data in figure.,TRUE,FALSE,TRUE,FALSE,2318,1990,1731,TEST
566,8556,5541727,Knee Injury and Osteoarthritis Outcome Score improvement,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,6118,5345,4032,TEST
567,8560,5541727,Tibial bone expansion,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,-0.7,1.5,1,1.1,"Values are from ""total tibial plateau"" for 24 months",FALSE,TRUE,FALSE,TRUE,6118,5345,4032,TEST
568,8555,5541727,Treatment-related serious adverse events,Allogeneic mesenchymal precursor cells,Control,binary,0,11,0,6,,,,,,FALSE,FALSE,FALSE,TRUE,6118,5345,4032,TEST
569,8557,5541727,Activities of daily living,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,6118,5345,4032,TEST
570,8558,5541727,Symptom improvement,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,6118,5345,4032,TEST
571,8559,5541727,SF-36 bodily pain score improvement,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,6118,5345,4032,TEST
572,8561,5541727,medial tibial cartilage volume loss,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,-1.4,4.2,-3.3,5.3,Values are from 24 months,FALSE,TRUE,FALSE,TRUE,6118,5345,4032,TEST
573,8561,5541727,lateral tibial cartilage volume loss,Allogeneic mesenchymal precursor cells,Control,continuous,,11,,6,-3.7,3.4,-0.8,3.5,Values are from 24 months,FALSE,TRUE,FALSE,TRUE,6118,5345,4032,TEST
574,8565,2952311,Verbal rating scale pain intensity,Acupressure at distal points,Control,continuous,,11,,11,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,3603,2475,2143,TEST
575,8562,2952311,Verbal rating scale pain intensity,Acupressure at local points,Control,continuous,,11,,11,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,3603,2475,2143,TEST
576,8563,2952311,State-Trait Anxiety Inventory-I,Acupressure at local points,Control,continuous,,11,,11,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,3603,2475,2143,TEST
577,8567,2952311,Salivary alpha-amylase,Acupressure at distal points,Acupressure at local points,continuous,,11,,11,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,3603,2475,2143,TEST
578,8564,2952311,Muscle hardness,Acupressure at local points,Control,continuous,,11,,11,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,3603,2475,2143,TEST
579,8566,2952311,State-Trait Anxiety Inventory-I,Acupressure at distal points,Control,continuous,,11,,11,,,,,Numerical values in figure.,TRUE,FALSE,FALSE,FALSE,3603,2475,2143,TEST
580,10217,3504298,Anxious symptoms,Face-based attentional bias modification,Placebo,continuous,,16,,14,,,,,"F-values given, cant use for point estimates, and values in figure",TRUE,FALSE,FALSE,FALSE,4963,4205,3331,TEST
581,11584,115849,Discontinuation due to lack of efficacy,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
582,10219,3504298,Attentional Function,Word-based attentional bias modification,Face-based attentional bias modification,continuous,,16,,16,,,,,"F-values given, cant use for point estimates, and values in figure",TRUE,FALSE,FALSE,FALSE,4963,4205,3331,TEST
583,10218,3504298,Difference of cortisol on waking and the highest level of following samples,Word-based attentional bias modification,Placebo,continuous,,16,,15,,,,,"F-values given, cant use for point estimates, and values in figure",TRUE,FALSE,FALSE,FALSE,4963,4205,3331,TEST
584,10215,3504298,Depressive symptoms,Face-based attentional bias modification,Placebo,continuous,,16,,14,,,,,"F-values given, cant use for point estimates",FALSE,FALSE,FALSE,FALSE,4963,4205,3331,TEST
585,10216,3504298,Depressive symptoms,Word-based attentional bias modification,Placebo,continuous,,16,,15,,,,,"F-values given, cant use for point estimates",FALSE,FALSE,FALSE,FALSE,4963,4205,3331,TEST
586,11522,547916,matrix metalloproteinase-9 (MMP-9),doxycycline (100 mg),placebo,continuous,,10,,4,2.18,1.94,3.26,3.58,found in abstract,FALSE,FALSE,FALSE,TRUE,4542,3636,2822,TEST
587,11581,115849,patients discontinued due to lack of efficacy,etoricoxib 90 mg once daily,placebo,binary,44,353,90,357,,,,,found in fig 1,TRUE,FALSE,FALSE,TRUE,6464,5362,4091,TEST
588,11581,115849,patients discontinued due to lack of efficacy,naproxen 500 mg twice daily,placebo,binary,19,181,90,357,,,,,found in fig 1,TRUE,FALSE,FALSE,TRUE,6464,5362,4091,TEST
589,11583,115849,Patient global assessment of disease activity,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
590,11583,115849,investigator global assessment of disease activity,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
591,11583,115849,Tender joint count,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
592,11583,115849,Swollen joint count,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
593,11583,115849,Patient global assessment of pain,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
594,11583,115849,Health Assessment Questionnaire disability,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
595,11583,115849,Serum C-reactive protein,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
596,11583,115849,ACR20 responder criteria,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
597,11583,115849,Discontinuation due to lack of efficacy,etoricoxib 90 mg once daily,placebo,continuous,,353,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
598,11583,115849,Patient global assessment of disease activity,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
599,11583,115849,investigator global assessment of disease activity,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
600,11583,115849,Tender joint count,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
601,11583,115849,Swollen joint count,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
602,11583,115849,Patient global assessment of pain,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
603,11583,115849,Health Assessment Questionnaire disability,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
604,11583,115849,Serum C-reactive protein,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
605,11583,115849,ACR20 responder criteria,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
606,11583,115849,Discontinuation due to lack of efficacy,naproxen 500 mg twice daily,placebo,continuous,,181,,357,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
607,11584,115849,Patient global assessment of disease activity,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
608,11584,115849,investigator global assessment of disease activity,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
609,11584,115849,Tender joint count,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
610,11584,115849,Swollen joint count,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
611,11584,115849,Patient global assessment of pain,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
612,11584,115849,Health Assessment Questionnaire disability,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
613,11584,115849,Serum C-reactive protein,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
